"CensusID","ObsID","Date","Site","Area","Type","ObservationType","Pred","PredAbb","Prey","PreyAbb","PredSize","EstimatedPredSize","PreySize","EstimatedPreySize","Drilling","ObsComment","Tag","PossibleChaemoPred","TideZone","RepeatObs","ShellColour"
1028409284,1568470886,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Chthamalus_dalli","Cd",8,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-465333991,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Chthamalus_dalli","Cd",8,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,280830191,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Chthamalus_dalli","Cd",11,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-824830202,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",12,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,113046386,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",13,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,1810085075,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",7,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-1652601268,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",4,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-516138216,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",8,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,288328023,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",4,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-674140145,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",15,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,322841764,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",5,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,-721646246,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",7,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,649661277,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",11,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,527668025,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",9,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,856240341,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_canaliculata","Nc","Not_Feeding","NF",7,FALSE,0,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,564568465,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_ostrina","No","Lottia_pelta","Lp",11,FALSE,7,FALSE,FALSE,"unsure of prey ID","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
1028409284,2039879518,2013-05-26,"Yachats_Barnacle_Rock","AA1","Natural","Systematic Census","Nucella_ostrina","No","Balanus_glandula","Bg",12,FALSE,1,FALSE,FALSE,"","None",FALSE,"General_Unspecified","1st obs or unknown identity","Unspecified"
